event number,district,time received,shift,time dispatched,time arrived,callcode,call code description,call type,priority,unit id,is primary,address,city,latitude,longitude,geo count,geo error
16-000002,E,1/1/16 0:00,1,1/1/16 0:02,1/1/16 0:15,C31.00,BURG ALARM COMMERCIAL PROP; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,4,E501,TRUE,301 16TH ST;  ,JERSEY CITY,40.73345947,-74.04602814,1,S5HPNTSCZA
16-004493,E,1/6/16 19:15,3,1/6/16 19:17,1/6/16 19:44,A22.00,ROB PERSON; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,5,ECRT19,TRUE,390 COMMUNIPAW AVE;  ,JERSEY CITY,40.71274185,-74.06411743,1,S5HPNTSCZA
16-004494,N,1/6/16 19:16,3,1/6/16 19:17,1/6/16 19:16,J14.00,MEAL; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,N403,TRUE,282 CENTRAL AVE;  ,JERSEY CITY,40.74448395,-74.05031586,1,S5HPNTSCZA
16-004495,S,1/6/16 19:17,3,1/6/16 19:18,1/6/16 20:00,D11.00,MOTOR VEHICLE ACCIDENT; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,3,S503,TRUE,314 CLAREMONT AVE;  ,JERSEY CITY,40.71319199,-74.08605194,1,S5HPNTSCZA
16-004496,W,1/6/16 19:17,3,1/6/16 19:19,1/6/16 19:18,J14.00,MEAL; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,W203,TRUE,1 JACKSON AVE;  ,JERSEY CITY,40.71671677,-74.07403564,1,S5HPNTSC-A
16-004497,N,1/6/16 19:18,3,1/6/16 19:20,1/6/16 19:31,F16.00,SUSPICIOUS PERSON/CONDITION; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,3,N603,TRUE,40 BOWERS ST; 3R  ,JERSEY CITY,40.74586105,-74.04408264,1,S5HPNTSCZA
16-004501,W,1/6/16 19:20,3,1/6/16 19:21,1/6/16 19:21,J14.00,MEAL; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,WSLAF2,FALSE,1 JACKSON AVE;  ,JERSEY CITY,40.71671677,-74.07403564,1,S5HPNTSC-A
16-004501,W,1/6/16 19:20,3,1/6/16 19:21,1/6/16 19:21,J14.00,MEAL; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,WSLAF1,TRUE,1 JACKSON AVE;  ,JERSEY CITY,40.71671677,-74.07403564,1,S5HPNTSC-A
16-004511,S,1/6/16 19:31,3,1/6/16 19:34,1/6/16 19:47,H13.00,AMBULANCE REQUEST FOR; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,3,S303,TRUE,14 DWIGHT ST;  ,JERSEY CITY,40.70095444,-74.07980347,1,S5HPNTSCZA
16-004513,N,1/6/16 19:33,3,1/6/16 19:36,1/6/16 19:51,F16.00,SUSPICIOUS PERSON/CONDITION; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,3,N503,TRUE,CUNEO PL & PALISADE AVE;  ,JERSEY CITY,40.73875046,-74.04768372,1,SX
16-004516,W,1/6/16 19:39,3,1/6/16 19:41,1/6/16 19:40,J24.00,DIRECTED PATROL; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,WP5,TRUE,EGE AVE & WEST SIDE AVE;  ,JERSEY CITY,40.71598053,-74.08628082,2,SX
16-004517,W,1/6/16 19:41,3,1/6/16 19:42,1/6/16 19:42,J14.00,MEAL; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,W103,TRUE,1 JACKSON AVE;  ,JERSEY CITY,40.71671677,-74.07403564,1,S5HPNTSC-A
16-004520,E,1/6/16 19:46,3,1/6/16 19:48,1/6/16 19:58,C25.00,SHOPLIFTING; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,4,E403,TRUE,18 PARK AVE;  ,JERSEY CITY,40.71657944,-74.06906128,1,S5HPN-SC-A
16-004522,N,1/6/16 19:48,3,1/6/16 19:50,1/6/16 19:49,T10.00,TRAFFIC STOP; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,N703,FALSE,PROSPECT ST & CENTRAL AVE;  ,JERSEY CITY,40.74008179,-74.05342865,1,SX
16-004522,N,1/6/16 19:48,3,1/6/16 19:50,1/6/16 19:49,T10.00,TRAFFIC STOP; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,NP4,FALSE,PROSPECT ST & CENTRAL AVE;  ,JERSEY CITY,40.74008179,-74.05342865,1,SX
16-004522,N,1/6/16 19:48,3,1/6/16 19:50,1/6/16 19:49,T10.00,TRAFFIC STOP; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,NPC,TRUE,PROSPECT ST & CENTRAL AVE;  ,JERSEY CITY,40.74008179,-74.05342865,1,SX
16-004524,N,1/6/16 19:50,3,1/6/16 19:50,1/6/16 19:50,J14.00,MEAL; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,N603,TRUE,282 CENTRAL AVE;  ,JERSEY CITY,40.74448395,-74.05031586,1,S5HPNTSCZA
16-004526,W,1/6/16 19:52,3,1/6/16 19:52,1/6/16 19:52,J14.00,MEAL; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,W403,TRUE,1 JACKSON AVE;  ,JERSEY CITY,40.71671677,-74.07403564,1,S5HPNTSC-A
16-004530,S,1/6/16 19:59,3,1/6/16 19:59,1/6/16 19:59,J14.00,MEAL; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,SMLK2,TRUE,191 BERGEN AVE;  ,JERSEY CITY,40.70915985,-74.08473969,1,S5HPNTSCZA
16-004531,N,1/6/16 19:59,3,1/6/16 20:01,1/6/16 20:00,J24.00,DIRECTED PATROL; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,N203,TRUE,TONELLE (TONNELE AVE) & KENNEDY BLVD;  ,JERSEY CITY,40.73171997,-74.06720734,2,SX
16-004532,E,1/6/16 20:01,3,1/6/16 20:03,1/6/16 20:17,B14.00,HARASSMENT(VERBAL ABUSE); TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,7,E103,TRUE,110 1ST ST; 26E  ,JERSEY CITY,40.72127151,-74.03799438,1,S5HPNTSCZA
16-004533,S,1/6/16 20:01,3,1/6/16 20:02,1/6/16 20:01,J32.00,PSN - PROJECT SAFE NEIGHBORHOODS; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,SOC2AB,TRUE,500 OCEAN AVE;  ,JERSEY CITY,40.70351791,-74.08041382,1,S5HPNTSCZA
16-004538,W,1/6/16 20:15,3,1/6/16 20:16,1/6/16 20:15,J14.00,MEAL; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,W603,TRUE,1 JACKSON AVE;  ,JERSEY CITY,40.71671677,-74.07403564,1,S5HPNTSC-A
16-004539,N,1/6/16 20:16,3,1/6/16 20:17,1/6/16 20:17,J14.00,MEAL; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,NP3,TRUE,282 CENTRAL AVE;  ,JERSEY CITY,40.74448395,-74.05031586,1,S5HPNTSCZA
16-004540,N,1/6/16 20:17,3,1/6/16 20:20,1/1/01 0:00,B14.00,HARASSMENT(VERBAL ABUSE); TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,7,N403,TRUE,219 BEACON AVE;  ,JERSEY CITY,40.73902512,-74.05942535,1,S5HPNTSCZA
16-004546,S,1/6/16 20:30,3,1/6/16 20:31,1/1/01 0:00,C31.00,BURG ALARM COMMERCIAL PROP; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,4,S503,TRUE,135 GARFIELD AVE;  ,JERSEY CITY,40.68996048,-74.09571075,1,S5HPNTSCZA
16-004547,E,1/6/16 20:30,3,1/6/16 20:35,1/6/16 20:49,B21.00,MERCHANT/CUSTOMER DISPUTE; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,5,E403,TRUE,660 GRAND ST;  ,JERSEY CITY,40.71633911,-74.06488037,1,S5HPNTSCZA
16-004550,W,1/6/16 20:35,3,1/6/16 20:37,1/6/16 20:51,E11.00,DISORDERLY CONDUCT; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,7,W203,TRUE,440 (ST HWY 440) & COMMUNIPAW AVE;  ,JERSEY CITY,40.7240181,-74.08976746,1,SX
16-004553,S,1/6/16 20:41,3,1/6/16 20:43,1/1/01 0:00,F23.00,OTHER SUSPICIOUS/HAZARDOUS CIRCUMSTANCES; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,4,S503,TRUE,GARFIELD AVE & GATES AVE;  ,JERSEY CITY,40.68992996,-74.09559631,1,SX
16-004554,N,1/6/16 20:44,3,1/6/16 20:45,1/6/16 20:56,D11.00,MOTOR VEHICLE ACCIDENT; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,3,N303,TRUE,NEWARK AVE & TONNELE AVE;  ,JERSEY CITY,40.73580933,-74.06671143,1,SX
16-004560,S,1/6/16 20:52,3,1/6/16 20:54,1/6/16 20:53,J29.00,OFF ON INVESTIGATION; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,S503,TRUE,PRINCETON AVE & GATES AVE;  ,JERSEY CITY,40.68798065,-74.09388733,1,SX
16-004562,S,1/6/16 20:57,3,1/6/16 20:59,1/6/16 21:20,C31.00,BURG ALARM COMMERCIAL PROP; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,4,S303,TRUE,100 INDUSTRIAL DR;  ,JERSEY CITY,40.68021774,-74.0890274,1,S5HPNTSCZA
16-004564,N,1/6/16 20:58,3,1/6/16 21:02,1/6/16 21:40,B18.00,TENANT/LANDLORD DISPUTE; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,5,N403,TRUE,219 BEACON AVE;  ,JERSEY CITY,40.73902512,-74.05942535,1,S5HPNTSCZA
16-004566,E,1/6/16 20:59,3,1/6/16 21:01,1/6/16 21:28,C24.00,THEFT OTHER PROP; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,6,E103,TRUE,591 MONTGOMERY ST; 7A  ,JERSEY CITY,40.72309875,-74.06230164,1,S5HPNTSCZA
16-004568,E,1/6/16 21:00,3,1/6/16 21:02,1/6/16 21:01,H13.00,AMBULANCE REQUEST FOR; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,3,ECRT28,TRUE,30 MALL DR W; 207 (1ST FL),JERSEY CITY,40.72694778,-74.0386734,1,S5HPNTSCZA
16-004569,S,1/6/16 21:02,3,1/6/16 21:04,1/6/16 21:12,E11.20,DISORDERLY CONDUCT; IN PROGRESS AND/OR ACTOR ON SCENE; INJURY NOT APPLICABLE,PH,4,S203,TRUE,379 OCEAN AVE;  ,JERSEY CITY,40.69970322,-74.08461761,1,S5HPNTSCZA
16-004570,W,1/6/16 21:04,3,1/6/16 21:05,1/6/16 21:05,J26.00,OTHER ADMIN POLICE ACTIVITY; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,W403,TRUE,1 JACKSON AVE;  ,JERSEY CITY,40.71671677,-74.07403564,1,S5HPNTSC-A
16-004572,W,1/6/16 21:11,3,1/6/16 21:12,1/6/16 21:27,G13.00,USE/SALE OF DRUGS; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,6,W103,TRUE,245 DUNCAN AVE; 4  ,JERSEY CITY,40.7281456,-74.08009338,1,S5HPNTSCZA
16-004574,E,1/6/16 21:16,3,1/6/16 21:17,1/6/16 21:21,A11.20,ASSAULT WEAPON; IN PROGRESS AND/OR ACTOR ON SCENE; INJURY NOT APPLICABLE,PH,2,EPC1E,FALSE,101 CLIFTON PL;  ,JERSEY CITY,40.72114563,-74.06481934,1,S5HPNTSCZA
16-004574,E,1/6/16 21:16,3,1/6/16 21:17,1/6/16 21:21,A11.20,ASSAULT WEAPON; IN PROGRESS AND/OR ACTOR ON SCENE; INJURY NOT APPLICABLE,PH,2,E403,FALSE,101 CLIFTON PL;  ,JERSEY CITY,40.72114563,-74.06481934,1,S5HPNTSCZA
16-004574,E,1/6/16 21:16,3,1/6/16 21:17,1/6/16 21:21,A11.20,ASSAULT WEAPON; IN PROGRESS AND/OR ACTOR ON SCENE; INJURY NOT APPLICABLE,PH,2,ESGT,FALSE,101 CLIFTON PL;  ,JERSEY CITY,40.72114563,-74.06481934,1,S5HPNTSCZA
16-004574,E,1/6/16 21:16,3,1/6/16 21:17,1/6/16 21:21,A11.20,ASSAULT WEAPON; IN PROGRESS AND/OR ACTOR ON SCENE; INJURY NOT APPLICABLE,PH,2,E203,TRUE,101 CLIFTON PL;  ,JERSEY CITY,40.72114563,-74.06481934,1,S5HPNTSCZA
16-004574,E,1/6/16 21:16,3,1/6/16 21:17,1/6/16 21:21,A11.20,ASSAULT WEAPON; IN PROGRESS AND/OR ACTOR ON SCENE; INJURY NOT APPLICABLE,PH,2,CE4E,FALSE,101 CLIFTON PL;  ,JERSEY CITY,40.72114563,-74.06481934,1,S5HPNTSCZA
16-004579,W,1/6/16 21:23,3,1/6/16 21:24,1/6/16 21:23,D24.00,OTHER PARKING VIOLATION; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,7,W603,TRUE,BERGEN AVE & HIGHLAND AVE;  ,JERSEY CITY,40.72716904,-74.06719971,1,SX
16-004580,N,1/6/16 21:28,3,1/6/16 21:29,1/6/16 21:28,J24.00,DIRECTED PATROL; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,N303,TRUE,SIP AVE & BERGEN AVE;  ,JERSEY CITY,40.73083878,-74.06433868,1,SX
16-004582,S,1/6/16 21:29,3,1/6/16 21:30,1/1/01 0:00,B23.00,OTHER INTER/CONFLICT; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,5,SSD1,FALSE,6 SHEFFIELD ST;  ,JERSEY CITY,40.69743347,-74.08825684,1,S5HPNTSCZA
16-004582,S,1/6/16 21:29,3,1/6/16 21:30,1/1/01 0:00,B23.00,OTHER INTER/CONFLICT; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,5,S503,TRUE,6 SHEFFIELD ST;  ,JERSEY CITY,40.69743347,-74.08825684,1,S5HPNTSCZA
16-004583,W,1/6/16 21:32,3,1/6/16 21:33,1/6/16 21:33,H35.00,OTHER ASSISTANCE; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,6,W103,TRUE,DUNCAN AVE & OLEAN AVE;  ,JERSEY CITY,40.72743988,-74.07834625,1,SX
16-004584,S,1/6/16 21:33,3,1/6/16 21:34,1/6/16 21:33,J32.00,PSN - PROJECT SAFE NEIGHBORHOODS; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,SMLK2,TRUE,217 MLK (MARTIN LUTHER KING DR);  ,JERSEY CITY,40.70696259,-74.08372498,1,S5HP-TSC-A
16-004586,W,1/6/16 21:35,3,1/6/16 21:36,1/6/16 21:36,J26.00,OTHER ADMIN POLICE ACTIVITY; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,WP11,TRUE,1 JACKSON AVE;  ,JERSEY CITY,40.71671677,-74.07403564,1,S5HPNTSC-A
16-004587,N,1/6/16 21:36,3,1/6/16 21:38,1/1/01 0:00,F16.00,SUSPICIOUS PERSON/CONDITION; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,3,N603,TRUE,BEACON AVE & SUMMIT AVE;  ,JERSEY CITY,40.73876953,-74.05821991,1,SX
16-004588,W,1/6/16 21:37,3,1/6/16 21:38,1/6/16 21:37,J14.00,MEAL; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,W503,TRUE,1 JACKSON AVE;  ,JERSEY CITY,40.71671677,-74.07403564,1,S5HPNTSC-A
16-004589,S,1/6/16 21:38,3,1/6/16 21:40,1/1/01 0:00,B18.00,TENANT/LANDLORD DISPUTE; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,5,S303,TRUE,71 CLAREMONT AVE; (BSMT FL),JERSEY CITY,40.70758057,-74.07647705,1,S5HPNTSCZA
16-004590,S,1/6/16 21:43,3,1/6/16 21:45,1/6/16 22:06,B23.00,OTHER INTER/CONFLICT; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,5,S503,TRUE,83 BERGEN AVE; 2C  ,JERSEY CITY,40.7061882,-74.0871582,1,S5HPNTSCZA
16-004591,W,1/6/16 21:46,3,1/6/16 21:47,1/6/16 22:06,Z33.00,RING BACK; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,9,W203,TRUE,861 BERGEN AVE;  ,JERSEY CITY,40.72900772,-74.06658173,1,S5HPNTSCZA
16-004592,W,1/6/16 21:46,3,1/6/16 21:47,1/6/16 21:46,A12.00,ASSAULT NO WEAPON; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,5,W303,TRUE,72 VIRGINIA AVE;  ,JERSEY CITY,40.7129097,-74.07846069,1,S5HPNTSCZA
16-004595,W,1/6/16 21:54,3,1/6/16 21:55,1/6/16 21:54,J24.00,DIRECTED PATROL; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,WSGT,FALSE,BERGEN AVE & VROOM ST;  ,JERSEY CITY,40.72851944,-74.06694031,1,SX
16-004595,W,1/6/16 21:54,3,1/6/16 21:55,1/6/16 21:54,J24.00,DIRECTED PATROL; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,WP11,TRUE,BERGEN AVE & VROOM ST;  ,JERSEY CITY,40.72851944,-74.06694031,1,SX
16-004597,S,1/6/16 21:56,3,1/6/16 21:57,1/6/16 21:57,J24.00,DIRECTED PATROL; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,SOC2AB,TRUE,WEGMAN PKW (WEGMAN PKWY) & OCEAN AVE;  ,JERSEY CITY,40.70344925,-74.08058929,1,SX
16-004601,W,1/6/16 22:03,3,1/6/16 22:04,1/6/16 22:04,T10.00,TRAFFIC STOP; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,MVS,9,WP5,TRUE,EGE AVE & MALLORY AVE;  ,JERSEY CITY,40.71809006,-74.08944702,1,SX
16-004602,N,1/6/16 22:06,3,1/6/16 22:08,1/6/16 22:18,C31.00,BURG ALARM COMMERCIAL PROP; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,4,N703,TRUE,1105 SUMMIT AVE; A  ,JERSEY CITY,40.75260162,-74.04798889,1,S5HPNTSCZA
16-004603,S,1/6/16 22:08,3,1/6/16 22:12,1/6/16 22:09,C27.00,MOTOR VEHICLE THEFT; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,6,S603,TRUE,191 BERGEN AVE;  ,JERSEY CITY,40.70915985,-74.08473969,1,S5HPNTSCZA
16-004604,W,1/6/16 22:13,3,1/6/16 22:14,1/6/16 22:13,J24.00,DIRECTED PATROL; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,WP5,TRUE,EGE AVE & WEST SIDE AVE;  ,JERSEY CITY,40.71598053,-74.08628082,2,SX
16-004604,W,1/6/16 22:13,3,1/6/16 22:14,1/6/16 22:13,J24.00,DIRECTED PATROL; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,W203,FALSE,EGE AVE & WEST SIDE AVE;  ,JERSEY CITY,40.71598053,-74.08628082,2,SX
16-004608,W,1/6/16 22:18,3,1/6/16 22:20,1/6/16 22:31,C22.00,THEFT PROP FROM VEHICLE; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,6,W503,TRUE,BENTLEY AVE & WEST SIDE AVE;  ,JERSEY CITY,40.72243881,-74.08004761,1,SX
16-004609,W,1/6/16 22:19,3,1/6/16 22:20,1/6/16 22:20,J13.00,PERSONAL OFF ON; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,W603,TRUE,1 JACKSON AVE;  ,JERSEY CITY,40.71671677,-74.07403564,1,S5HPNTSC-A
16-004610,S,1/6/16 22:22,3,1/6/16 22:23,1/6/16 22:23,D24.00,OTHER PARKING VIOLATION; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,7,S203,TRUE,30 BIDWELL AVE;  ,JERSEY CITY,40.70273972,-74.07817078,1,S5HPNTSCZA
16-004613,E,1/6/16 22:24,3,1/6/16 22:26,1/6/16 22:38,C24.00,THEFT OTHER PROP; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,6,E403,TRUE,229 NEWARK AVE;  ,JERSEY CITY,40.72234726,-74.04775238,1,S5HPNTSCZA
16-004617,W,1/6/16 22:39,3,1/6/16 22:42,1/6/16 22:53,C31.00,BURG ALARM COMMERCIAL PROP; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,4,E203,FALSE,640 COMMUNIPAW AVE;  ,JERSEY CITY,40.71813583,-74.07447815,1,S5HPNTSCZA
16-004617,W,1/6/16 22:39,3,1/6/16 22:42,1/6/16 22:53,C31.00,BURG ALARM COMMERCIAL PROP; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,4,W101,TRUE,640 COMMUNIPAW AVE;  ,JERSEY CITY,40.71813583,-74.07447815,1,S5HPNTSCZA
16-004620,W,1/6/16 22:53,3,1/6/16 22:54,1/6/16 22:54,F16.00,SUSPICIOUS PERSON/CONDITION; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,3,CSTC22,FALSE,33 MONTICELLO AVE;  ,JERSEY CITY,40.71603012,-74.07357025,1,S5HPNTSCZA
16-004620,W,1/6/16 22:53,3,1/6/16 22:54,1/6/16 22:54,F16.00,SUSPICIOUS PERSON/CONDITION; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,3,CGTF,TRUE,33 MONTICELLO AVE;  ,JERSEY CITY,40.71603012,-74.07357025,1,S5HPNTSCZA
16-004621,E,1/6/16 22:54,3,1/6/16 22:56,1/1/01 0:00,B21.00,MERCHANT/CUSTOMER DISPUTE; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,5,E203,TRUE,303 PACIFIC AVE;  ,JERSEY CITY,40.71165466,-74.06248474,2,S5HPNTSCZA
16-004624,S,1/6/16 23:12,1,1/6/16 23:13,1/6/16 23:13,J13.00,PERSONAL OFF ON; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,S403,TRUE,191 BERGEN AVE;  ,JERSEY CITY,40.70915985,-74.08473969,1,S5HPNTSCZA
16-004625,W,1/6/16 23:13,1,1/6/16 23:16,1/6/16 23:22,F16.00,SUSPICIOUS PERSON/CONDITION; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,3,W101,FALSE,TUERS AVE & MERCER ST;  ,JERSEY CITY,40.72605133,-74.06648254,1,SX
16-004625,W,1/6/16 23:13,1,1/6/16 23:16,1/6/16 23:22,F16.00,SUSPICIOUS PERSON/CONDITION; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,3,CBCI,FALSE,TUERS AVE & MERCER ST;  ,JERSEY CITY,40.72605133,-74.06648254,1,SX
16-004625,W,1/6/16 23:13,1,1/6/16 23:16,1/6/16 23:22,F16.00,SUSPICIOUS PERSON/CONDITION; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,3,W603,TRUE,TUERS AVE & MERCER ST;  ,JERSEY CITY,40.72605133,-74.06648254,1,SX
16-004626,E,1/6/16 23:15,1,1/6/16 23:17,1/6/16 23:28,F16.00,SUSPICIOUS PERSON/CONDITION; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,3,E101,FALSE,92 WAYNE ST;  ,JERSEY CITY,40.719841,-74.04644012,1,S5HPNTSCZA
16-004626,E,1/6/16 23:15,1,1/6/16 23:17,1/6/16 23:28,F16.00,SUSPICIOUS PERSON/CONDITION; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,3,E301,TRUE,92 WAYNE ST;  ,JERSEY CITY,40.719841,-74.04644012,1,S5HPNTSCZA
16-004631,W,1/6/16 23:23,1,1/6/16 23:24,1/6/16 23:24,J17.00,DISTRICT MISSION / ASSIGNMENT; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,W301,TRUE,1 JACKSON AVE;  ,JERSEY CITY,40.71671677,-74.07403564,1,S5HPNTSC-A
16-004637,N,1/6/16 23:33,1,1/6/16 23:34,1/6/16 23:33,J32.00,PSN - PROJECT SAFE NEIGHBORHOODS; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,N501,TRUE,356 CENTRAL AVE;  ,JERSEY CITY,40.74693298,-74.04862213,1,S5HPNTSCZA
16-004640,N,1/6/16 23:39,1,1/6/16 23:42,1/1/01 0:00,H24.00,NOTIFICATION; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,7,N101,TRUE,147 BEACH ST;  ,JERSEY CITY,40.74575043,-74.06104279,1,S5HPNTSCZA
16-004641,N,1/6/16 23:43,1,1/6/16 23:44,1/6/16 23:44,J32.00,PSN - PROJECT SAFE NEIGHBORHOODS; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,N301,TRUE,374 CENTRAL AVE;  ,JERSEY CITY,40.74765778,-74.04811859,1,S5HPNTSCZA
16-004642,S,1/6/16 23:43,1,1/6/16 23:47,1/6/16 23:52,F16.00,SUSPICIOUS PERSON/CONDITION; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,3,S501,TRUE,KENNEDY BLVD & ORIENT AVE;  ,JERSEY CITY,40.7125206,-74.08367157,1,SX
16-004644,W,1/6/16 23:46,1,1/6/16 23:47,1/6/16 23:46,J11.00,VEHICLE SERVICE SHOP; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,W501,TRUE,15 E LINDEN AVE;  ,JERSEY CITY,40.69113922,-74.08826447,1,S5HPNTSC-A
16-004645,S,1/6/16 23:47,1,1/6/16 23:48,1/6/16 23:47,T10.00,TRAFFIC STOP; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,S301,TRUE,131 CATOR AVE;  ,JERSEY CITY,40.69681549,-74.09062195,1,S5HPNTSCZA
16-004649,N,1/7/16 0:05,1,1/7/16 0:06,1/7/16 0:06,T10.00,TRAFFIC STOP; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,MVS,9,NSGT,FALSE,2869 KENNEDY BLVD;  ,JERSEY CITY,40.73169327,-74.06484222,1,S5HPNTSC-A
16-004649,N,1/7/16 0:05,1,1/7/16 0:06,1/7/16 0:06,T10.00,TRAFFIC STOP; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,MVS,9,N501,FALSE,2869 KENNEDY BLVD;  ,JERSEY CITY,40.73169327,-74.06484222,1,S5HPNTSC-A
